Date,Altcoin Index
2021-07-12,51
2021-07-13,45
2021-07-14,39
2021-07-15,35
2021-07-16,33
2021-07-17,33
2021-07-18,33
2021-07-19,31
2021-07-20,27
2021-07-21,29
2021-07-22,35
2021-07-23,35
2021-07-24,33
2021-07-25,29
2021-07-26,22
2021-07-27,20
2021-07-28,16
2021-07-29,22
2021-07-30,22
2021-07-31,24
2021-08-01,24
2021-08-02,27
2021-08-03,24
2021-08-04,27
2021-08-05,27
2021-08-06,27
2021-08-07,29
2021-08-08,22
2021-08-09,20
2021-08-10,18
2021-08-11,16
2021-08-12,12
2021-08-13,6
2021-08-14,6
2021-08-15,10
2021-08-16,6
2021-08-17,16
2021-08-18,18
2021-08-19,29
2021-08-20,37
2021-08-21,49
2021-08-22,29
2021-08-23,33
2021-08-24,24
2021-08-25,29
2021-08-26,33
2021-08-27,35
2021-08-28,33
2021-08-29,33
2021-08-30,33
2021-08-31,29
2021-09-01,27
2021-09-02,27
2021-09-03,29
2021-09-04,29
2021-09-05,35
2021-09-06,39
2021-09-07,35
2021-09-08,45
2021-09-09,57
2021-09-10,51
2021-09-11,53
2021-09-12,57
2021-09-13,51
2021-09-14,53
2021-09-15,55
2021-09-16,57
2021-09-17,55
2021-09-18,47
2021-09-19,61
2021-09-20,69
2021-09-21,55
2021-09-22,63
2021-09-23,59
2021-09-24,61
2021-09-25,59
2021-09-26,59
2021-09-27,55
2021-09-28,55
2021-09-29,57
2021-09-30,57
2021-10-01,55
2021-10-02,55
2021-10-03,53
2021-10-04,49
2021-10-05,47
2021-10-06,41
2021-10-07,47
2021-10-08,53
2021-10-09,53
2021-10-10,51
2021-10-11,43
2021-10-12,47
2021-10-13,47
2021-10-14,51
2021-10-15,41
2021-10-16,43
2021-10-17,43
2021-10-18,47
2021-10-19,41
2021-10-20,39
2021-10-21,45
2021-10-22,47
2021-10-23,55
2021-10-24,57
2021-10-25,57
2021-10-26,65
2021-10-27,59
2021-10-28,61
2021-10-29,61
2021-10-30,57
2021-10-31,55
2021-11-01,53
2021-11-02,55
2021-11-03,57
2021-11-04,59
2021-11-05,59
2021-11-06,63
2021-11-07,63
2021-11-08,59
2021-11-09,53
2021-11-10,51
2021-11-11,51
2021-11-12,51
2021-11-13,51
2021-11-14,51
2021-11-15,53
2021-11-16,47
2021-11-17,49
2021-11-18,43
2021-11-19,51
2021-11-20,49
2021-11-21,49
2021-11-22,53
2021-11-23,53
2021-11-24,49
2021-11-25,53
2021-11-26,55
2021-11-27,53
2021-11-28,49
2021-11-29,43
2021-11-30,43
2021-12-01,43
2021-12-02,45
2021-12-03,43
2021-12-04,43
2021-12-05,43
2021-12-06,41
2021-12-07,39
2021-12-08,31
2021-12-09,33
2021-12-10,33
2021-12-11,29
2021-12-12,33
2021-12-13,35
2021-12-14,31
2021-12-15,37
2021-12-16,37
2021-12-17,39
2021-12-18,37
2021-12-19,43
2021-12-20,41
2021-12-21,39
2021-12-22,39
2021-12-23,39
2021-12-24,41
2021-12-25,41
2021-12-26,45
2021-12-27,45
2021-12-28,43
2021-12-29,43
2021-12-30,43
2021-12-31,41
2022-01-01,43
2022-01-02,45
2022-01-03,51
2022-01-04,55
2022-01-05,51
2022-01-06,53
2022-01-07,49
2022-01-08,51
2022-01-09,61
2022-01-10,57
2022-01-11,57
2022-01-12,61
2022-01-13,69
2022-01-14,65
2022-01-15,69
2022-01-16,78
2022-01-17,78
2022-01-18,76
2022-01-19,67
2022-01-20,53
2022-01-21,49
2022-01-22,39
2022-01-23,39
2022-01-24,33
2022-01-25,35
2022-01-26,37
2022-01-27,37
2022-01-28,35
2022-01-29,35
2022-01-30,37
2022-01-31,37
2022-02-01,39
2022-02-02,41
2022-02-03,43
2022-02-04,39
2022-02-05,39
2022-02-06,41
2022-02-07,41
2022-02-08,43
2022-02-09,45
2022-02-10,43
2022-02-11,39
2022-02-12,41
2022-02-13,37
2022-02-14,41
2022-02-15,43
2022-02-16,45
2022-02-17,37
2022-02-18,33
2022-02-19,33
2022-02-20,31
2022-02-21,24
2022-02-22,22
2022-02-23,24
2022-02-24,22
2022-02-25,24
2022-02-26,29
2022-02-27,24
2022-02-28,24
2022-03-01,22
2022-03-02,22
2022-03-03,22
2022-03-04,24
2022-03-05,31
2022-03-06,27
2022-03-07,27
2022-03-08,29
2022-03-09,22
2022-03-10,31
2022-03-11,33
2022-03-12,33
2022-03-13,33
2022-03-14,33
2022-03-15,27
2022-03-16,24
2022-03-17,22
2022-03-18,24
2022-03-19,29
2022-03-20,33
2022-03-21,29
2022-03-22,24
2022-03-23,27
2022-03-24,29
2022-03-25,24
2022-03-26,24
2022-03-27,24
2022-03-28,22
2022-03-29,22
2022-03-30,20
2022-03-31,22
2022-04-01,22
2022-04-02,22
2022-04-03,18
2022-04-04,18
2022-04-05,20
2022-04-06,18
2022-04-07,18
2022-04-08,22
2022-04-09,20
2022-04-10,24
2022-04-11,18
2022-04-12,20
2022-04-13,18
2022-04-14,22
2022-04-15,18
2022-04-16,16
2022-04-17,20
2022-04-18,22
2022-04-19,27
2022-04-20,27
2022-04-21,29
2022-04-22,47
2022-04-23,41
2022-04-24,47
2022-04-25,41
2022-04-26,35
2022-04-27,33
2022-04-28,33
2022-04-29,24
2022-04-30,31
2022-05-01,27
2022-05-02,24
2022-05-03,22
2022-05-04,24
2022-05-05,31
2022-05-06,29
2022-05-07,31
2022-05-08,27
2022-05-09,29
2022-05-10,20
2022-05-11,14
2022-05-12,16
2022-05-13,12
2022-05-14,16
2022-05-15,16
2022-05-16,20
2022-05-17,18
2022-05-18,16
2022-05-19,16
2022-05-20,18
2022-05-21,18
2022-05-22,18
2022-05-23,16
2022-05-24,16
2022-05-25,20
2022-05-26,20
2022-05-27,20
2022-05-28,18
2022-05-29,20
2022-05-30,22
2022-05-31,22
2022-06-01,22
2022-06-02,20
2022-06-03,22
2022-06-04,24
2022-06-05,24
2022-06-06,16
2022-06-07,22
2022-06-08,22
2022-06-09,18
2022-06-10,16
2022-06-11,14
2022-06-12,18
2022-06-13,27
2022-06-14,27
2022-06-15,29
2022-06-16,29
2022-06-17,27
2022-06-18,29
2022-06-19,31
2022-06-20,29
2022-06-21,24
2022-06-22,27
2022-06-23,29
2022-06-24,29
2022-06-25,35
2022-06-26,31
2022-06-27,31
2022-06-28,33
2022-06-29,31
2022-06-30,29
2022-07-01,27
2022-07-02,29
2022-07-03,24
2022-07-04,24
2022-07-05,24
2022-07-06,29
2022-07-07,22
2022-07-08,22
2022-07-09,22
2022-07-10,27
2022-07-11,27
2022-07-12,27
2022-07-13,27
2022-07-14,29
2022-07-15,27
2022-07-16,29
2022-07-17,35
2022-07-18,33
2022-07-19,27
2022-07-20,24
2022-07-21,24
2022-07-22,22
2022-07-23,24
2022-07-24,31
2022-07-25,27
2022-07-26,29
2022-07-27,33
2022-07-28,43
2022-07-29,45
2022-07-30,53
2022-07-31,53
2022-08-01,49
2022-08-02,43
2022-08-03,43
2022-08-04,49
2022-08-05,49
2022-08-06,51
2022-08-07,67
2022-08-08,67
2022-08-09,92
2022-08-10,98
2022-08-11,90
2022-08-12,90
2022-08-13,82
2022-08-14,84
2022-08-15,82
2022-08-16,82
2022-08-17,86
2022-08-18,84
2022-08-19,84
2022-08-20,78
2022-08-21,76
2022-08-22,78
2022-08-23,84
2022-08-24,96
2022-08-25,94
2022-08-26,94
2022-08-27,94
2022-08-28,90
2022-08-29,92
2022-08-30,92
2022-08-31,94
2022-09-01,92
2022-09-02,90
2022-09-03,90
2022-09-04,96
2022-09-05,94
2022-09-06,96
2022-09-07,96
2022-09-08,96
2022-09-09,96
2022-09-10,96
2022-09-11,96
2022-09-12,88
2022-09-13,80
2022-09-14,84
2022-09-15,71
2022-09-16,67
2022-09-17,69
2022-09-18,69
2022-09-19,65
2022-09-20,67
2022-09-21,69
2022-09-22,53
2022-09-23,69
2022-09-24,69
2022-09-25,67
2022-09-26,59
2022-09-27,69
2022-09-28,61
2022-09-29,65
2022-09-30,63
2022-10-01,63
2022-10-02,61
2022-10-03,67
2022-10-04,61
2022-10-05,63
2022-10-06,63
2022-10-07,61
2022-10-08,63
2022-10-09,71
2022-10-10,71
2022-10-11,67
2022-10-12,61
2022-10-13,59
2022-10-14,61
2022-10-15,53
2022-10-16,53
2022-10-17,63
2022-10-18,67
2022-10-19,63
2022-10-20,57
2022-10-21,59
2022-10-22,55
2022-10-23,57
2022-10-24,61
2022-10-25,51
2022-10-26,45
2022-10-27,47
2022-10-28,45
2022-10-29,45
2022-10-30,41
2022-10-31,43
2022-11-01,43
2022-11-02,41
2022-11-03,45
2022-11-04,43
2022-11-05,41
2022-11-06,39
2022-11-07,39
2022-11-08,41
2022-11-09,41
2022-11-10,45
2022-11-11,49
2022-11-12,43
2022-11-13,47
2022-11-14,49
2022-11-15,45
2022-11-16,45
2022-11-17,39
2022-11-18,41
2022-11-19,43
2022-11-20,43
2022-11-21,43
2022-11-22,33
2022-11-23,39
2022-11-24,43
2022-11-25,39
2022-11-26,41
2022-11-27,41
2022-11-28,41
2022-11-29,41
2022-11-30,37
2022-12-01,33
2022-12-02,33
2022-12-03,33
2022-12-04,31
2022-12-05,31
2022-12-06,33
2022-12-07,24
2022-12-08,33
2022-12-09,33
2022-12-10,35
2022-12-11,37
2022-12-12,35
2022-12-13,35
2022-12-14,29
2022-12-15,29
2022-12-16,31
2022-12-17,33
2022-12-18,33
2022-12-19,31
2022-12-20,29
2022-12-21,29
2022-12-22,29
2022-12-23,29
2022-12-24,29
2022-12-25,29
2022-12-26,29
2022-12-27,31
2022-12-28,24
2022-12-29,24
2022-12-30,24
2022-12-31,24
2023-01-01,24
2023-01-02,29
2023-01-03,27
2023-01-04,33
2023-01-05,31
2023-01-06,24
2023-01-07,24
2023-01-08,29
2023-01-09,35
2023-01-10,33
2023-01-11,35
2023-01-12,27
2023-01-13,27
2023-01-14,24
2023-01-15,24
2023-01-16,24
2023-01-17,22
2023-01-18,20
2023-01-19,20
2023-01-20,22
2023-01-21,29
2023-01-22,31
2023-01-23,31
2023-01-24,22
2023-01-25,22
2023-01-26,22
2023-01-27,29
2023-01-28,27
2023-01-29,29
2023-01-30,22
2023-01-31,29
2023-02-01,22
2023-02-02,20
2023-02-03,22
2023-02-04,29
2023-02-05,22
2023-02-06,35
2023-02-07,45
2023-02-08,31
2023-02-09,29
2023-02-10,37
2023-02-11,41
2023-02-12,41
2023-02-13,37
2023-02-14,39
2023-02-15,39
2023-02-16,37
2023-02-17,41
2023-02-18,43
2023-02-19,47
2023-02-20,41
2023-02-21,41
2023-02-22,41
2023-02-23,41
2023-02-24,39
2023-02-25,31
2023-02-26,37
2023-02-27,39
2023-02-28,35
2023-03-01,35
2023-03-02,29
2023-03-03,35
2023-03-04,24
2023-03-05,27
2023-03-06,27
2023-03-07,27
2023-03-08,24
2023-03-09,24
2023-03-10,27
2023-03-11,18
2023-03-12,20
2023-03-13,27
2023-03-14,29
2023-03-15,22
2023-03-16,27
2023-03-17,27
2023-03-18,27
2023-03-19,27
2023-03-20,27
2023-03-21,27
2023-03-22,27
2023-03-23,27
2023-03-24,27
2023-03-25,24
2023-03-26,27
2023-03-27,24
2023-03-28,27
2023-03-29,24
2023-03-30,24
2023-03-31,27
2023-04-01,27
2023-04-02,27
2023-04-03,22
2023-04-04,27
2023-04-05,27
2023-04-06,22
2023-04-07,22
2023-04-08,18
2023-04-09,14
2023-04-10,14
2023-04-11,14
2023-04-12,12
2023-04-13,14
2023-04-14,16
2023-04-15,14
2023-04-16,16
2023-04-17,16
2023-04-18,16
2023-04-19,16
2023-04-20,14
2023-04-21,12
2023-04-22,12
2023-04-23,12
2023-04-24,8
2023-04-25,8
2023-04-26,10
2023-04-27,10
2023-04-28,10
2023-04-29,10
2023-04-30,10
2023-05-01,12
2023-05-02,10
2023-05-03,8
2023-05-04,8
2023-05-05,4
2023-05-06,4
2023-05-07,4
2023-05-08,4
2023-05-09,4
2023-05-10,4
2023-05-11,4
2023-05-12,4
2023-05-13,4
2023-05-14,4
2023-05-15,4
2023-05-16,4
2023-05-17,8
2023-05-18,6
2023-05-19,6
2023-05-20,6
2023-05-21,4
2023-05-22,8
2023-05-23,6
2023-05-24,6
2023-05-25,4
2023-05-26,4
2023-05-27,4
2023-05-28,4
2023-05-29,4
2023-05-30,4
2023-05-31,4
2023-06-01,4
2023-06-02,10
2023-06-03,10
2023-06-04,10
2023-06-05,12
2023-06-06,6
2023-06-07,10
2023-06-08,8
2023-06-09,10
2023-06-10,12
2023-06-11,8
2023-06-12,12
2023-06-13,14
2023-06-14,14
2023-06-15,18
2023-06-16,12
2023-06-17,20
2023-06-18,22
2023-06-19,22
2023-06-20,18
2023-06-21,8
2023-06-22,8
2023-06-23,8
2023-06-24,10
2023-06-25,10
2023-06-26,10
2023-06-27,10
2023-06-28,10
2023-06-29,8
2023-06-30,16
2023-07-01,14
2023-07-02,14
2023-07-03,14
2023-07-04,14
2023-07-05,12
2023-07-06,14
2023-07-07,16
2023-07-08,18
2023-07-09,18
2023-07-10,16
2023-07-11,16
2023-07-12,20
2023-07-13,22
2023-07-14,20
2023-07-15,18
2023-07-16,18
2023-07-17,22
2023-07-18,18
2023-07-19,22
2023-07-20,27
2023-07-21,24
2023-07-22,31
2023-07-23,27
2023-07-24,29
2023-07-25,29
2023-07-26,33
2023-07-27,33
2023-07-28,33
2023-07-29,37
2023-07-30,33
2023-07-31,33
2023-08-01,31
2023-08-02,27
2023-08-03,29
2023-08-04,29
2023-08-05,31
2023-08-06,35
2023-08-07,27
2023-08-08,29
2023-08-09,33
2023-08-10,31
2023-08-11,29
2023-08-12,29
2023-08-13,31
2023-08-14,31
2023-08-15,27
2023-08-16,22
2023-08-17,22
2023-08-18,27
2023-08-19,29
2023-08-20,24
2023-08-21,27
2023-08-22,24
2023-08-23,24
2023-08-24,27
2023-08-25,27
2023-08-26,27
2023-08-27,29
2023-08-28,33
2023-08-29,29
2023-08-30,22
2023-08-31,22
2023-09-01,18
2023-09-02,18
2023-09-03,16
2023-09-04,24
2023-09-05,29
2023-09-06,29
2023-09-07,31
2023-09-08,39
2023-09-09,41
2023-09-10,35
2023-09-11,35
2023-09-12,31
2023-09-13,37
2023-09-14,39
2023-09-15,43
2023-09-16,39
2023-09-17,39
2023-09-18,47
2023-09-19,49
2023-09-20,49
2023-09-21,49
2023-09-22,49
2023-09-23,45
2023-09-24,47
2023-09-25,45
2023-09-26,57
2023-09-27,57
2023-09-28,41
2023-09-29,37
2023-09-30,37
2023-10-01,43
2023-10-02,33
2023-10-03,37
2023-10-04,37
2023-10-05,41
2023-10-06,39
2023-10-07,41
2023-10-08,43
2023-10-09,37
2023-10-10,39
2023-10-11,33
2023-10-12,24
2023-10-13,24
2023-10-14,27
2023-10-15,22
2023-10-16,18
2023-10-17,18
2023-10-18,16
2023-10-19,16
2023-10-20,14
2023-10-21,18
2023-10-22,20
2023-10-23,20
2023-10-24,18
2023-10-25,14
2023-10-26,16
2023-10-27,14
2023-10-28,16
2023-10-29,18
2023-10-30,18
2023-10-31,16
2023-11-01,18
2023-11-02,16
2023-11-03,16
2023-11-04,18
2023-11-05,31
2023-11-06,33
2023-11-07,29
2023-11-08,29
2023-11-09,27
2023-11-10,35
2023-11-11,35
2023-11-12,39
2023-11-13,41
2023-11-14,49
2023-11-15,47
2023-11-16,47
2023-11-17,37
2023-11-18,35
2023-11-19,45
2023-11-20,45
2023-11-21,35
2023-11-22,41
2023-11-23,43
2023-11-24,37
2023-11-25,41
2023-11-26,43
2023-11-27,41
2023-11-28,43
2023-11-29,41
2023-11-30,41
2023-12-01,41
2023-12-02,43
2023-12-03,45
2023-12-04,37
2023-12-05,39
2023-12-06,37
2023-12-07,43
2023-12-08,45
2023-12-09,51
2023-12-10,51
2023-12-11,53
2023-12-12,57
2023-12-13,55
2023-12-14,55
2023-12-15,53
2023-12-16,59
2023-12-17,55
2023-12-18,53
2023-12-19,49
2023-12-20,51
2023-12-21,55
2023-12-22,59
2023-12-23,57
2023-12-24,59
2023-12-25,67
2023-12-26,69
2023-12-27,67
2023-12-28,69
2023-12-29,67
2023-12-30,69
2023-12-31,69
2024-01-01,67
2024-01-02,67
2024-01-03,61
2024-01-04,59
2024-01-05,59
2024-01-06,61
2024-01-07,59
2024-01-08,61
2024-01-09,57
2024-01-10,65
2024-01-11,67
2024-01-12,69
2024-01-13,73
2024-01-14,76
2024-01-15,76
2024-01-16,76
2024-01-17,76
2024-01-18,78
2024-01-19,73
2024-01-20,73
2024-01-21,73
2024-01-22,84
2024-01-23,78
2024-01-24,78
2024-01-25,80
2024-01-26,76
2024-01-27,78
2024-01-28,76
2024-01-29,76
2024-01-30,73
2024-01-31,71
2024-02-01,71
2024-02-02,71
2024-02-03,63
2024-02-04,55
2024-02-05,67
2024-02-06,67
2024-02-07,65
2024-02-08,61
2024-02-09,53
2024-02-10,47
2024-02-11,51
2024-02-12,51
2024-02-13,49
2024-02-14,47
2024-02-15,57
2024-02-16,59
2024-02-17,53
2024-02-18,53
2024-02-19,71
2024-02-20,61
2024-02-21,55
2024-02-22,57
2024-02-23,57
2024-02-24,57
2024-02-25,61
2024-02-26,67
2024-02-27,63
2024-02-28,57
2024-02-29,55
2024-03-01,59
2024-03-02,73
2024-03-03,71
2024-03-04,71
2024-03-05,73
2024-03-06,76
2024-03-07,71
2024-03-08,63
2024-03-09,67
2024-03-10,59
2024-03-11,55
2024-03-12,61
2024-03-13,55
2024-03-14,55
2024-03-15,51
2024-03-16,47
2024-03-17,51
2024-03-18,47
2024-03-19,51
2024-03-20,51
2024-03-21,51
2024-03-22,51
2024-03-23,47
2024-03-24,49
2024-03-25,47
2024-03-26,47
2024-03-27,47
2024-03-28,51
2024-03-29,47
2024-03-30,45
2024-03-31,49
2024-04-01,47
2024-04-02,49
2024-04-03,45
2024-04-04,47
2024-04-05,47
2024-04-06,51
2024-04-07,55
2024-04-08,59
2024-04-09,45
2024-04-10,43
2024-04-11,41
2024-04-12,33
2024-04-13,24
2024-04-14,35
2024-04-15,39
2024-04-16,37
2024-04-17,39
2024-04-18,39
2024-04-19,35
2024-04-20,43
2024-04-21,39
2024-04-22,39
2024-04-23,41
2024-04-24,37
2024-04-25,41
2024-04-26,39
2024-04-27,39
2024-04-28,37
2024-04-29,37
2024-04-30,37
2024-05-01,43
2024-05-02,41
2024-05-03,37
2024-05-04,41
2024-05-05,39
2024-05-06,39
2024-05-07,37
2024-05-08,37
2024-05-09,41
2024-05-10,41
2024-05-11,41
2024-05-12,41
2024-05-13,41
2024-05-14,43
2024-05-15,41
2024-05-16,43
2024-05-17,43
2024-05-18,39
2024-05-19,37
2024-05-20,43
2024-05-21,39
2024-05-22,35
2024-05-23,37
2024-05-25,35
2024-05-28,43
2024-05-29,43
2024-05-30,35
2024-05-31,37
2024-06-01,35
2024-06-02,35
2024-06-03,31
2024-06-04,33
2024-06-05,31
2024-06-06,22
2024-06-07,27
2024-06-08,24
2024-06-09,24
2024-06-10,27
2024-06-11,20
2024-06-12,18
2024-06-13,18
2024-06-14,20
2024-06-15,20
2024-06-16,27
2024-06-17,20
2024-06-18,18
2024-06-19,18
2024-06-20,16
2024-06-21,22
2024-06-22,22
2024-06-23,24
2024-06-24,22
2024-06-25,22
2024-06-26,22
2024-06-27,22
2024-06-28,24
2024-06-29,24
2024-06-30,22
2024-07-01,24
2024-07-02,22
2024-07-03,24
2024-07-04,27
2024-07-05,24
2024-07-06,27
2024-07-07,24
2024-07-08,24
2024-07-09,24
2024-07-10,27
2024-07-11,33
2024-07-12,47
2024-07-13,39
2024-07-14,37
2024-07-15,33
2024-07-16,33
2024-07-17,29
2024-07-18,35
2024-07-19,31
2024-07-20,24
2024-07-21,24
2024-07-22,24
2024-07-23,24
2024-07-24,22
2024-07-25,16
2024-07-26,16
2024-07-27,16
2024-07-28,16
2024-07-29,24
2024-07-30,12
2024-07-31,16
2024-08-01,18
2024-08-02,24
2024-08-03,24
2024-08-04,20
2024-08-05,22
2024-08-06,22
2024-08-07,22
2024-08-08,20
2024-08-09,20
2024-08-10,18
2024-08-11,24
2024-08-12,22
2024-08-13,24
2024-08-14,31
2024-08-15,22
2024-08-16,20
2024-08-17,22
2024-08-18,20
2024-08-19,22
2024-08-20,22
2024-08-21,22
2024-08-23,22
2024-08-26,18
2024-08-27,20
2024-08-28,20
2024-08-29,18
2024-08-30,18
2024-08-31,20
2024-09-01,18
2024-09-02,18
2024-09-03,18
2024-09-04,20
2024-09-05,22
2024-09-06,27
2024-09-07,27
2024-09-08,29
2024-09-09,29
2024-09-10,24
2024-09-11,31
2024-09-12,33
2024-09-13,31
2024-09-14,31
2024-09-15,33
2024-09-16,37
2024-09-17,33
2024-09-18,29
2024-09-19,35
2024-09-20,45
2024-09-21,47
2024-09-22,33
2024-09-23,39
2024-09-24,35
2024-09-25,31
2024-09-26,37
2024-09-27,39
2024-09-28,39
2024-09-29,39
2024-09-30,37
2024-10-01,41
2024-10-02,37
2024-10-03,35
2024-10-04,33
2024-10-05,35
2024-10-06,37
2024-10-07,37
2024-10-08,33
2024-10-09,29
2024-10-10,35
2024-10-11,29
2024-10-12,33
2024-10-13,37
2024-10-14,31
2024-10-15,22
2024-10-16,24
2024-10-17,24
2024-10-18,24
2024-10-19,27
2024-10-20,33
2024-10-21,29
2024-10-22,29
2024-10-23,35
2024-10-24,33
2024-10-25,35
2024-10-26,31
2024-10-27,35
2024-10-28,29
2024-10-29,29
2024-11-01,33
2024-11-02,29
2024-11-03,31
2024-11-04,27
2024-11-05,31
2024-11-06,35
2024-11-07,33
2024-11-08,39
2024-11-09,43
2024-11-10,41
2024-11-11,37
2024-11-12,39
2024-11-13,35
2024-11-14,37
2024-11-15,41
2024-11-16,43
2024-11-17,43
2024-11-18,43
2024-11-19,41
2024-11-20,35
2024-11-21,33
2024-11-22,37
2024-11-23,49
2024-11-24,47
2024-11-25,55
2024-11-26,57
2024-11-27,63
2024-11-28,63
2024-11-29,65
2024-11-30,71
2024-12-01,71
2024-12-02,78
2024-12-03,84
2024-12-04,88
2024-12-05,86
2024-12-06,86
2024-12-07,86
2024-12-08,82
2024-12-09,65
2024-12-10,65
2024-12-11,67
2024-12-12,69
2024-12-13,67
2024-12-14,67
2024-12-15,65
2024-12-16,65
2024-12-17,65
2024-12-18,57
2024-12-19,51
2024-12-20,47
2024-12-21,47
2024-12-22,49
2024-12-23,53
2024-12-24,49
2024-12-25,49
2024-12-26,43
2024-12-27,47
2024-12-28,49
2024-12-29,47
2024-12-30,49
2024-12-31,49
2025-01-01,47
2025-01-02,47
2025-01-03,53
2025-01-04,55
2025-01-05,55
2025-01-06,59
2025-01-07,49
2025-01-08,41
2025-01-09,51
2025-01-10,51
2025-01-11,49
2025-01-12,51
2025-01-13,45
2025-01-14,49
2025-01-15,49
2025-01-16,53
2025-01-17,55
2025-01-18,53
2025-01-19,51
2025-01-20,51
2025-01-21,47
2025-01-22,55
2025-01-23,47
2025-01-24,51
2025-01-25,53
2025-01-26,53
2025-01-27,47
2025-01-30,47
2025-01-31,61
2025-02-01,59
2025-02-02,49
2025-02-03,47
2025-02-04,47
2025-02-05,49
2025-02-06,45
2025-02-07,39
2025-02-08,41
2025-02-09,45
2025-02-10,43
2025-02-11,45
2025-02-12,45
2025-02-13,47
2025-02-14,45
2025-02-15,49
2025-02-16,45
2025-02-17,45
2025-02-18,45
2025-02-19,43
2025-02-20,39
2025-02-21,35
2025-02-22,37
2025-02-23,35
2025-02-24,29
2025-02-25,29
2025-02-26,27
2025-02-27,31
2025-02-28,33
2025-03-01,31
2025-03-02,24
2025-03-03,24
2025-03-04,24
2025-03-05,22
2025-03-06,24
2025-03-07,20
2025-03-08,22
2025-03-09,24
2025-03-10,22
2025-03-11,20
2025-03-12,18
2025-03-13,22
2025-03-14,20
2025-03-15,20
2025-03-16,22
2025-03-17,27
2025-03-18,29
2025-03-19,31
2025-03-20,31
2025-03-21,27
2025-03-22,29
2025-03-23,24
2025-03-24,27
2025-03-25,22
2025-03-26,18
2025-03-27,22
2025-03-28,20
2025-03-29,20
2025-03-30,22
2025-03-31,22
2025-04-01,20
2025-04-02,20
